Time (s),Force (N),Position (m)
22.18,-0.056,0.1343
22.19,-0.058,0.1347
22.2,-0.056,0.1352
22.21,-0.058,0.1355
22.22,-0.055,0.1359
22.23,-0.055,0.1362
22.24,-0.055,0.1366
22.25,-0.056,0.1369
22.26,-0.053,0.1372
22.27,-0.053,0.1378
22.28,-0.051,0.1381
22.29,-0.055,0.1386
22.3,-0.049,0.139
22.31,-0.053,0.1393
22.32,-0.051,0.1397
22.33,-0.049,0.14
22.34,-0.053,0.1403
22.35,-0.048,0.1409
22.36,-0.053,0.1412
22.37,-0.051,0.1417
22.38,-0.053,0.1421
22.39,-0.055,0.1424
22.4,-0.053,0.1426
22.41,-0.053,0.1429
22.42,-0.056,0.1434
22.43,-0.051,0.1439
22.44,-0.056,0.1453
22.45,-0.055,0.1464
22.46,-0.055,0.1467
22.47,-0.058,0.147
22.48,-0.058,0.1474
22.49,-0.056,0.1472
22.5,-0.056,0.1481
22.51,-0.058,0.1484
22.52,-0.06,0.1489
22.53,-0.06,0.1493
22.54,-0.055,0.1498
